38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27,38.27
36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66,36.66
35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21,35.21
33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82,33.82
32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58,32.58
31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20,31.20
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15
33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85,33.85
32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72,32.72
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15,34.15
33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10,33.10
31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60,31.60
31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50,31.50
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80,28.80
33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00,33.00
33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14,33.14
31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96,31.96
29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94,29.94
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62,27.62
32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82,32.82
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21,32.21
31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00,31.00
28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84,28.84
27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95
33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97,33.97
31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62
31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17,31.17
31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40,31.40
30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13,30.13
28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92,28.92